003_vmcu accel pedal depth,003_vmcu accel pedal related,003_vmcu brake lamp,003_vmcu brake related,003_vmcu brakes on,003_vmcu d,003_vmcu n,003_vmcu p,003_vmcu r,003_vmcu real vehicle speed,003_vmcu motor actual speed rpm,000_auxillary battery voltage,000_available charge power,000_available discharge power,000_battery current,000_battery dc voltage,000_battery fan feedback,000_battery fan status,000_battery inlet temperature,000_battery max temperature,000_battery min temperature,000_battery module 01 temperature,000_battery module 02 temperature,000_battery module 03 temperature,000_battery module 04 temperature,000_battery module 05 temperature,000_bms ignition,000_bms main relay,000_cumulative charge current,000_cumulative discharge current,000_cumulative energy charged,000_cumulative energy discharged,000_drive motor speed 1,000_drive motor speed 2,000_hv_charging,000_inverter capacitor voltage,000_isolation resistance,000_maximum cell voltage,000_maximum cell voltage no_,000_minimum cell voltage,000_minimum cell voltage no_,000_normal charge port,000_operating time,000_rapid charge port,000_state of charge bms,000_airbag h/wire duty,000_battery cell voltage deviation,000_battery heater 1 temperature,000_battery heater 2 temperature,000_battery module 06 temperature,000_battery module 07 temperature,000_battery module 08 temperature,000_battery module 09 temperature,000_battery module 10 temperature,000_battery module 11 temperature,000_battery module 12 temperature,000_maximum deterioration cell no_,000_minimum deterioration,000_minimum deterioration cell no_,000_state of charge display,000_state of health,004_calc estimated time 45kw 80% charge,003_vmcu ambient temp,000_battery power,004_calc average battery module temperature,004_calc average cell voltage,created_on,MacAddress,before_parsing,latitude,longitude,gps_speed,ev_speed_kmh,accuracy,rownum
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.1V,98.0kW,98.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,3.0V,1000.0kOhm,3.62V,55.0,3.62V,1.0,0.0,4229.253888888889hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:58:42,00:1D:A5:00:1B:86,[B@ba7a8e1,37.46513839,128.13438054,0.0039955124258995054,0.0,4.288000106811523,3726
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.1V,98.0kW,98.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,3.0V,1000.0kOhm,3.62V,53.0,3.62V,1.0,0.0,4229.254722222222hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:58:45,00:1D:A5:00:1B:86,[B@b28b6bb,37.4652145,128.1339763,-7.41710119596055,0.0,56.099998474121094,3727
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.1V,98.0kW,98.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,3.0V,1000.0kOhm,3.62V,57.0,3.62V,1.0,0.0,4229.255555555556hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:58:48,00:1D:A5:00:1B:86,[B@495f48b,37.46513843,128.13438058,0.003184793586842716,0.0,4.288000106811523,3728
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.1V,98.0kW,98.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,5.0,3.62V,1.0,0.0,4229.256388888889hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:58:51,00:1D:A5:00:1B:86,[B@c42b96a,37.46513844,128.13438058,0.003995509492233396,0.0,3.2160000801086426,3729
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.1V,98.0kW,98.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,5.0,3.62V,1.0,0.0,4229.257222222223hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:58:54,00:1D:A5:00:1B:86,[B@38a647a,37.46513848,128.13438058,0.007991020660847425,0.0,4.288000106811523,3730
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.1V,98.0kW,98.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,13.0,3.62V,1.0,0.0,4229.258055555556hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:58:57,00:1D:A5:00:1B:86,[B@d2fbb8a,37.46513852,128.13438061,0.0051095025613904005,0.0,3.2160000801086426,3731
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.1V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,53.0,3.62V,1.0,0.0,4229.258888888889hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:59:00,00:1D:A5:00:1B:86,[B@1f9e7a8,37.46513854,128.13438061,0.003995506977662444,0.0,3.2160000801086426,3732
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.1V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,3.0,3.62V,1.0,0.0,4229.259722222222hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:59:03,00:1D:A5:00:1B:86,[B@1ff8911,37.46513857,128.1343806,0.0051095025613904005,0.0,3.2160000801086426,3733
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.1V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,3.0,3.62V,1.0,0.0,4229.260555555556hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:59:06,00:1D:A5:00:1B:86,[B@3e9536b,37.46513858,128.13438062,0.00399550823494792,0.0,3.2160000801086426,3734
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.1V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,5.0,3.62V,1.0,0.0,4229.261388888889hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:59:09,00:1D:A5:00:1B:86,[B@31353b,37.46513856,128.13438056,0.005109497532248497,0.0,3.2160000801086426,3735
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.1V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,3.0,3.62V,1.0,0.0,4229.262222222223hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:59:12,00:1D:A5:00:1B:86,[B@1ec530b,37.46513856,128.13438054,0.0051095025613904005,0.0,3.2160000801086426,3736
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.0V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,3.0,3.62V,1.0,0.0,4229.263055555555hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:59:15,00:1D:A5:00:1B:86,[B@336e1ea,37.46513857,128.13438053,0.0,0.0,3.2160000801086426,3737
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.0V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,4.0,3.62V,1.0,0.0,4229.263888888889hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:59:18,00:1D:A5:00:1B:86,[B@fd042ab,37.46513859,128.13438053,0.0,0.0,3.2160000801086426,3738
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.0V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,15.0,3.62V,1.0,0.0,4229.264722222222hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:59:21,00:1D:A5:00:1B:86,[B@b63147b,37.46513861,128.13438051,0.0,0.0,3.2160000801086426,3739
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.1V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,5.0,3.62V,1.0,0.0,4229.265555555556hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:59:24,00:1D:A5:00:1B:86,[B@b3d224b,37.46513863,128.13438049,0.005109497951343656,0.0,3.2160000801086426,3740
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.0V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,3.0,3.62V,1.0,0.0,4229.266388888889hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:59:27,00:1D:A5:00:1B:86,[B@4c1162a,37.46513867,128.13438045,0.0051095025613904005,0.0,3.2160000801086426,3741
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.0V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,25.0,3.62V,1.0,0.0,4229.267222222222hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:59:30,00:1D:A5:00:1B:86,[B@4e6ade1,37.46513869,128.13438042,0.005109494598582387,0.0,3.2160000801086426,3742
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.0V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,5.0,3.62V,1.0,0.0,4229.268055555555hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:59:34,00:1D:A5:00:1B:86,[B@3e24c31,37.46513873,128.1343804,0.00399550823494792,0.0,3.2160000801086426,3743
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.0V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,3.0,3.62V,1.0,0.0,4229.269166666667hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:59:37,00:1D:A5:00:1B:86,[B@3204b5a,37.46513875,128.13438038,0.0031847856240347027,0.0,3.2160000801086426,3744
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.0V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,3.0,3.62V,1.0,0.0,4229.27hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:59:40,00:1D:A5:00:1B:86,[B@d560a6a,37.46513876,128.13438036,0.005109498789533973,0.0,3.2160000801086426,3745
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.0V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,3.0,3.62V,1.0,0.0,4229.270833333333hours,1.0,38.0%,75.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:59:43,00:1D:A5:00:1B:86,[B@b49612b,37.4651388,128.13438032,0.010219010151922702,0.0,3.2160000801086426,3746
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.0V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,55.0,3.62V,1.0,0.0,4229.271666666667hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:59:47,00:1D:A5:00:1B:86,[B@156dd71,37.464962,128.133935,126.05088627708271,0.0,20.0,3747
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.0V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,55.0,3.62V,1.0,0.0,4229.272777777778hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:59:50,00:1D:A5:00:1B:86,[B@56a00cb,37.4651386,128.13437999,0.022560990415513515,0.0,4.288000106811523,3748
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.0V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,25.0,3.62V,1.0,0.0,4229.273611111111hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:59:53,00:1D:A5:00:1B:86,[B@3762a9b,37.46513856,128.13437994,0.0051095025613904005,0.0,4.288000106811523,3749
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,11.9V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,3.0,3.62V,1.0,0.0,4229.274444444444hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 17:59:56,00:1D:A5:00:1B:86,[B@e7cd9ba,37.46513856,128.13437993,0.0,0.0,4.288000106811523,3750
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,11.9V,0.0kW,0.0kW,0.0A,348.6V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,3.0,3.62V,1.0,0.0,4229.275277777778hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.63125V,2019-11-05 17:59:59,00:1D:A5:00:1B:86,[B@eaf323b,37.46513858,128.13437992,0.0,0.0,4.288000106811523,3751
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,12.0V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,55.0,3.62V,1.0,0.0,4229.276111111111hours,1.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 18:00:03,00:1D:A5:00:1B:86,[B@c6100b,37.46513867,128.13437989,0.01629627887159586,0.0,4.288000106811523,3752
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,11.9V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,5.0,3.62V,79.0,0.0,4229.277222222222hours,0.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 18:00:07,00:1D:A5:00:1B:86,[B@ab529db,37.46513873,128.13437989,8.446307585040083,0.0,4.288000106811523,3753
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,11.9V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,53.0,3.62V,1.0,0.0,4229.278611111111hours,0.0,38.0%,85.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 18:00:13,00:1D:A5:00:1B:86,[B@d4c51a1,37.46513887,128.13437983,0.007991013955324889,0.0,4.288000106811523,3754
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,11.9V,0.0kW,0.0kW,0.0A,348.5V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,45.0,3.62V,1.0,0.0,4229.280277777778hours,0.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.630208333333334V,2019-11-05 18:00:18,00:1D:A5:00:1B:86,[B@730117b,37.46513894,128.13437979,0.008602287713438272,0.0,4.288000106811523,3755
0.0%,0.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0mph,0.0rpm,11.9V,0.0kW,0.0kW,0.0A,348.6V,0.0Hz,0.0,21.0C,27.0C,25.0C,26.0C,26.0C,25.0C,24.0C,26.0C,0.0,0.0,44109.4Ah,44115.8Ah,16379.2kWh,15913.3kWh,0.0rpm,0.0rpm,0.0,2.0V,1000.0kOhm,3.62V,3.0,3.62V,1.0,0.0,4229.281388888889hours,0.0,38.0%,80.0,0.0V,0.0C,0.0C,26.0C,26.0C,26.0C,24.0C,25.0C,26.0C,26.0C,60.0,100.0%,1.0,39.0%,100.0%,15.30666666666667minutes,11.5C,0.0kW,25.5C,3.63125V,2019-11-05 18:00:21,00:1D:A5:00:1B:86,[B@515981a,37.46513902,128.13437976,0.012402410432696343,0.0,3.2160000801086426,3756
